id,images,title,description
35479,https://media.kudago.com/images/place/f0/04/f0045ce32003aa91f1c1d82e7961823e.jpg,ресторан «Назад в Будущее»,"Необычный ресторан на ВДНХ с тёплой круглогодичной верандой предлагает перенестись в будущее, каким его видели люди советской эпохи. Фантастический интерьер, блюда разных стран мира в необычной подаче и гастрономические шоу с использованием современных технологий сделают путешествие во времени незабываемым!"
35129,https://media.kudago.com/images/place/63/69/6369fcd742e4a77a1292014189ce0bec.jpg,Ресторан «Сахалин»,"«Сахалин» — одна из самых романтичных гастрономических площадок Москвы. Ресторан с панорамной террасой расположился на высоте 88 метров над землёй. Здесь захватывает дух не только от окружающего вида, но и от разнообразия морепродуктов в меню."
35430,https://media.kudago.com/images/place/f2/85/f285ac713d684b17f14b7cf8a815ab9a.jpg,гастротеатр Svet,"Пространство, в котором объединились театр и высокая кухня, предлагает включить все органы чувств на максимум."
35469,https://media.kudago.com/images/place/02/f6/02f6b304c3e67f36a1a5c4aa1271e513.jpg,контактный музей оружия «Оружейный подвал»,"Место, где оживают эпохальные события русской истории, находится в самом центре Москвы. Здесь можно подержать в руках реалистичное оружие прошлых веков, познакомиться с древними народными промыслами и узнать много интересного о жизни наших предков."
35385,https://media.kudago.com/images/place/e6/5d/e65d6f59ddd6c892db478df387f70f56.jpg,сеть флоатинг-центров FLOTARIUM,"Погрузиться в невесомость, отпустить напряжение и внутреннюю суету приглашает сеть флоатинг-центров FLOTARIUM. Для гостей действует выгодная акция, также в продаже есть подарочные сертификаты."
26900,https://media.kudago.com/images/place/44/b2/44b25f149b8477b28059c702a63d9cb3.jpg,Музей Международного нумизматического клуба,Каждая монета в этом музее способна рассказать историю. Богатая коллекция охватывает период от античности до современности.
35364,https://media.kudago.com/images/place/67/bd/67bd08bd1bea0634579c3ad773dbbcab.jpg,ресторан G&T Gourmet,"G&T означает Grill&Tapas (гриль и тапас) — визитные карточки ресторана в гостинице «Холидей Инн Москва Сокольники». Здесь готовят блюда с яркой индивидуальностью, подают завтраки в формате «шведский стол», создают инновационные десерты."
11094,https://media.kudago.com/images/place/fb/88/fb88137abec09378c2455e6fe09c0349.jpg,Музей кино,Почти 170 000 экспонатов рассказывают славную историю отечественного кинематографа.
33759,https://media.kudago.com/images/place/99/6d/996de8d14daf9ccb14818fbf2a529d9f.jpg,студия рисования и живописи ZuART,"В филиале петербургской студии ZuART опытные преподаватели с художественным образованием обучают рисованию взрослых и детей с разным уровнем подготовки. Долгосрочные курсы, трёхчасовые мастер-классы, арт-вечеринки по случаю дня рождения или девичника, корпоративные мероприятия —   здесь есть множество программ для увлечённых творчеством людей."
32854,https://media.kudago.com/images/place/e9/f2/e9f256bb41a719b908269abb980120d1.jpg,тату-салон Maze Tattoo Studio,"Студия художественной татуировки в центре Москвы воплощает любые фантазии в реальность. Это арт-бутик с творческой атмосферой, где работают мастера с двадцатилетним опытом."
14833,https://media.kudago.com/images/place/2f/a5/2fa5aa35bf472b4aa73bfbf48cc84891.jpg,клуб Lazertag Zone,"В клубе Lazertag Zone можно окунуться в атмосферу постапокалипсиса, сразиться с зомби или помочь Оби-Ван Кеноби. Здесь найдутся приключения и для взрослых, и для детей."
33024,https://media.kudago.com/images/place/b4/8a/b48a687c45b00bb7513bfc759ec85ca8.jpg,развлекательный проект «ХА-ХА ШОУ»,"Ищете способ разнообразить досуг? Окунитесь в атмосферу телевизионных шоу и ощутите азарт командной игры, став героями интерактивного проекта «ХА-ХА ШОУ». Популярное в Санкт-Петербурге развлечение теперь доступно в Москве!"
20249,https://media.kudago.com/images/place/10/19/10198f96eefd900728b6f270e5439944.jpg,сеть развлекательных центров LaserLand,"LaserLand — одни из крупнейших площадок лазертага в столице. Они оснащены передовыми технологиями, что превращает лазерные бои в киберспорт. Также здесь есть дорожки для боулинга, игровые автоматы и детский городок развлечений."
1551,https://media.kudago.com/images/place/16/c5/16c562121afa4de96a0ac893245fe5e5.jpeg,Бар Coyote Ugly,"Здесь не просто можно, но и нужно танцевать на барной стойке!"
34810,https://media.kudago.com/images/place/24/33/24339c829fec866ceb01cb4addf9e926.jpg,банный комплекс «Бани Алексеева»,"Грандиозный банный комплекс в Подольске объединил в себе черты русской традиционной парной и роскошной мыльни в дворцовом стиле. Здание впечатляет своей архитектурой и внутренним оформлением, а высочайший уровень комфорта позволяет каждому гостю полностью расслабиться и насладиться отдыхом."
33253,https://media.kudago.com/images/place/af/32/af32faa31a9bdc665e1debad9f223379.jpg,«Руки ВВерх! Бар»,"В «Руки ВВерх! Баре» можно предаться ностальгии по ушедшей юности, а можно — тряхнуть стариной и зажечь на танцполе, как 20 лет назад. Здесь выступают музыканты, артисты стендапа и диджеи, проходят весёлые вечеринки, а за соседним с вами столиком вполне может оказаться основатель бара Сергей Жуков, который любит зайти сюда с друзьями."
7061,https://media.kudago.com/images/place/eb/66/eb66bb52876a6044f37230acd2e31fc0.jpg,павильон «Космос» на ВДНХ,"«Космос» — это павильон на современной территории выставочного комплекса ВДНХ, построенный в 1939 году. Здание было расширено и приобрело существующий ныне вид в 1954 году. Тогда здесь установили купол из стали и стекла, который стал не только главной особенностью здания, но и гениальным архитектурным решением своего времени."
3680,https://media.kudago.com/images/place/64/85/64859611b210add75a780d8391b9e466.jpg,Палеонтологический музей,Самый большой в мире музей эволюции. Только здесь можно своими глазами увидеть живую историю Земли — от зарождения жизни до появления человеческой цивилизации.
2585,https://media.kudago.com/images/place/81/02/8102517e0e7febf4ef32729e6dbed4de.jpg,кинотеатр «Кронверк Синема» в ТРЦ «Вэйпарк»,"Кинотеатр «Кронверк Синема» — это современный мультиплекс, расположенный в торгово-развлекательном парке «Вэйпарк»."
30175,https://media.kudago.com/images/place/43/c3/43c34c3c910fc64f527b0cea181c347d.JPG,семейный центр развлечений «Белка Парк»,"«Белка Парк» — это огромное пространство активных развлечений на любой вкус и возраст. Сюда можно прийти всей семьёй, и пока дети развлекаются на батутах или в VR-зоне, взрослые могут поиграть в бильярд и настольный теннис. А ещё «Белка Парк» проводит яркие шоу, квесты, мастер-классы и незабываемые дни рождения!"
1734,https://media.kudago.com/images/place/10/67/106784345e1887659dbab9b29a49b98f.jpg,Каток в саду «Эрмитаж»,В московском саду «Эрмитаж» зимой традиционно открывается каток с искусственным льдом. Катание пройдёт гладко!
7665,https://media.kudago.com/images/place/d5/05/d505c2baf27f7341786df8caa2051fee.jpg,конно-спортивный клуб «Соловьиная Роща»,"На территории Национального парка Москвы «Лосиный Остров» есть конно-спортивный клуб «Соловьиная Роща». Это место, где можно впервые сесть в седло, изучить азы конного спорта или усовершенствовать мастерство верховой езды. И, конечно же, поднять себе настроение и получить позитивные эмоции."
35456,https://media.kudago.com/images/place/db/b2/dbb20ef6c4ba728c181f9ebf42e3874d.jpg,квест «Потерянная комната»,"Перемещение во времени и мистическая атмосфера — игра поместит вас в эпицентр временных и пространственных аномалий, способных свести с ума даже самых отъявленных квестоманов."
10544,https://media.kudago.com/images/place/c9/13/c913b6c026592da7dd4676ddc5d08dcc.jpg,клуб VK Gipsy,Легендарный клубный проект на «Красном Октябре».
33971,https://media.kudago.com/images/place/2c/f4/2cf4eb439a547eb8c8085aecfa700e40.jpg,театр-кабаре Crave,"В театре-кабаре Crave проходят высокотехнологичные шоу на стыке разных жанров — от кабаре, бурлеска и иммерсивных перфомансов до цирковых программ и стендапа."
35477,https://media.kudago.com/images/place/9d/85/9d85218f36adc40d7d248241555c4ca7.jpg,спортивно-туристический комплекс «Воробьёвы Горы»,"Знаменитый горнолыжный комплекс — место для активного отдыха всей семьёй. Посетителей ждут склоны для новичков и уверенно катающихся, множество классных современных площадок для отдыха и развлечений и, конечно же, потрясающий вид на Москву."
33816,https://media.kudago.com/images/place/0a/a6/0aa69a25562a143db274a8d3d718beeb.jpg,кондитерская Mr.Ginger,"Побалуйте себя сладкими угощениями от шеф-кондитера Mr.Ginger. Торты, десерты, кенди-бары, капкейки по индивидуальному заказу украсят любой праздничный стол, станут отличным подарком и наполнят радостью важное семейное событие."
16380,https://media.kudago.com/images/place/d3/29/d3294d024105aa05f9c7034c886223f7.jpg,Политехнический музей в технополисе «Москва»,"Крупнейшая коллекция экспонатов, рассказывающая о развитии науки и техники в России и в мире. А также познавательные лекции и интересные активности для каждого."
35312,https://media.kudago.com/images/place/36/1d/361dbce82155b8c1a8c864d8b84db767.jpg,ресторан «Москвичи»,"Ресторан с баром и караоке на Раушской набережной оценят те, для кого важен комфорт, высокий уровень сервиса и уникальное расположение. Из окон открывается вид на Кремль и Собор Василия Блаженного — главные символы столицы."
1058,https://media.kudago.com/images/place/74/6f/746fa2ad3f8e0a5c999ee993f168c318.jpg,Московский художественный академический театр имени Максима Горького (МХАТ),"Театр был создан в 1987 году, когда МХАТ СССР разделился на две труппы. Тогда художественным руководителем МХАТа имени Горького стала Татьяна Доронина, а в 2018 году театр возглавил Эдуард Бояков."
20480,https://media.kudago.com/images/place/79/f1/79f1b665fec090daa77c637ce9cd31da.jpg,быстрые свидания FastLife,Быстрые свидания — отличный способ познакомиться с интересным человеком и найти любовь. Компания FastLife в числе первых предложила этот формат общения москвичам. За время работы проекта на быстрые свидания пришли более 80 000 человек. Многие из них создали счастливые пары и поженились.
4085,https://media.kudago.com/images/place/51/b8/51b8dab08057fbb52c64541947fb10a4.jpg,Клуб Алексея Козлова,"Одна из топовых площадок Москвы с живой, умной и креативной музыкой. Также у клуба есть филиал на Мясницкой улице — сцена Unplugged."
26441,https://media.kudago.com/images/place/ee/9c/ee9c1a4938cf30d389fdc82ccdffc94c.webp,Кинотеатр «Синема Парк» в ТРЦ «Ривьера»,Вы цените развлечения премиум-класса и хотите смотреть долгожданные киноновинки в великолепном качестве? Кинотеатр «Синема Парк» приглашает в мир невероятных спецэффектов и технологий от ведущих мировых режиссёров.
35453,https://media.kudago.com/images/place/61/ff/61ffd690e18e2f0afdd9432a5aed611f.jpeg,квест-перформанс «Книга мёртвых»,"Приняв участие в перформансе, вы станете жертвой оккультных игр безумного фанатика, желающего подчинить себе весь мир при помощи жутких демонических сущностей."
35431,https://media.kudago.com/images/place/17/9f/179f5196005d719f88e215926601928d.jpg,квест-перформанс «Тайна поместья 2»,Старинный особняк и необъяснимые явления — на ваших глаза развернётся красивая мистическая сказка о призраках.
35447,https://media.kudago.com/images/place/d4/0b/d40bffd420d05fdabcb5ff25a6d92075.jpg,квест-перформанс «Закулисье кошмаров»,"Вы станете частью трагической истории о бродячем цирке и оккультных науках. Приоткройте завесу тайн над делами давно минувших дней и встретьтесь лицом к лицу со злом, держащим в ужасе всю округу."
34446,https://media.kudago.com/images/place/24/c7/24c795ea77a922664d14692f9e2a683b.jpg,Концертный зал «Яровит Холл»,"Новое стильное пространство с афишей концертов и спектаклей появилось в центре Москвы на Большой Якиманке, рядом с парком «Музеон» и «Президент-отелем». Здесь можно послушать звёздных артистов, увидеть уникальные постановки, посетить иммерсивные квесты, фестивали, показы мод и не только."
35178,https://media.kudago.com/images/place/68/f5/68f5bffc68c69593d3eaeee517933307.jpeg,квест-перформанс «Заклятие»,"Перед тем как переехать в новый дом, убедитесь, что он не одержим злыми духами. Квест с мистическим сюжетом познакомит вас с реальными историями знаменитых исследователей паранормального."
35031,https://media.kudago.com/images/place/ba/8e/ba8e32d2d8de021d7fb48196b0cce728.jpg,Пространство «Море Музыки»: живые концерты в атмосфере подводного мира,"В разнообразии развлечений и досуга порой сложно сделать выбор. Как провести пятничный вечер? Сходить на концерт, поужинать в приятной атмосфере с друзьями или отправиться узнавать что-то новое. Пространство «Море Музыки» тонко соединяет в себе все эти варианты, оставляя простор для манёвров под желания и настроение. А главное, удивляет нестандартным подходом ко всему."
35439,https://media.kudago.com/images/place/71/93/71932ce7806f602be1eb269b4b20be68.jpg,квест-перформанс The Mist,"Столкнуться с неизвестностью — что может быть страшнее? На квесте вы окунётесь в леденящую кровь атмосферу знаменитого произведения Стивена Кинга о невиданных чудовищах, скрывающихся в густом тумане."
35420,https://media.kudago.com/images/place/a6/15/a61573d3c570ae2c68a8f51d2e883882.jpg,квест-перформанс «Последняя экскурсия. Выжить любой ценой»,"Вы отправитесь на необычную экскурсию под землю, чтобы увидеть, как устроены шахты. Чем завершится ваше путешествие, зависит только от вас."
35424,https://media.kudago.com/images/place/10/41/104110b8d7306c5206a79a82670d2387.jpg,квест-перформанс «Паразиты»,Любите научно-фантастические хорроры и не против принять участие в опасном эксперименте? Тогда квест-перформанс на тему вышедших из-под контроля секретных лабораторных опытов станет для вас незабываемым приключением.
32729,https://media.kudago.com/images/place/f9/56/f9563c1a81819ac9957442e7f1afcde5.jpg,квест-перформанс Insane Paranoid,"Участникам впечатляющего перформанса предстоит встретиться с десятками личностей страдающего диссоциативным расстройством персонажа и выяснить, кто виноват в череде смертей, произошедших в этом нехорошем доме."
35444,https://media.kudago.com/images/place/4c/ea/4cea243c8d974cc0e3e6a01de6e82987.jpg,квест-перформанс «Проклятие Аннабель»,"История создания Аннабель до сих пор покрыта мраком. Квест познакомит вас с тайной происхождения легендарной демонической куклы, но приготовьтесь, ведь вам будет очень страшно."
31889,https://media.kudago.com/images/place/cb/1f/cb1f0b8bd80dedef6732f7806c27e25d.jpg,квест-перформанс «Проект Psycho»,"Quest Stars приглашает принять участие в захватывающем психологическом перформансе, который станет настоящим испытанием для вашей нервной системы."
35450,https://media.kudago.com/images/place/20/f5/20f5d6182659eba0ea89f656227f24a5.jpg,квест-перформанс «Проклятие»,"Перед вами откроются тайны подсознания погибшей девушки, чьё прошлое не на шутку напугает даже самого заядлого любителя хорроров."
35270,https://media.kudago.com/images/place/a6/68/a668a4dd67fb44d14fda28980cc6584b.jpg,студия балета и растяжки LEVITA,"Если вы мечтаете вернуть себе идеальную осанку, обрести лёгкость и привести себя в форму, эту мечту можно осуществить в студии LEVITA. Даже если вы никогда раньше не занимались."
